Havi D wrote a review Feb 2020,10,"New Delhi - London
International
Economy","New Delhi - London
International
Economy","New Delhi - London
International
Economy",Havi,"Absolutely rubbish and unorganised service ,always delayed,never seen so bad organised air line in my life ,I will say never ever fly with air India,"
Julia wrote a review Feb 2020,10,"Rajkot - New Delhi
Domestic
Economy","Rajkot - New Delhi
Domestic
Economy","Rajkot - New Delhi
Domestic
Economy",Shame on You!,"Rajkot airport for Domestic flights experience with Krishna was terrible! She is rude and treated me like an animal. She made me to forger my handbag at the airport - she was very rude with international travelers. I had my reading glasses, books, travel pillow,medicine and clothes in it and I had to fly from Delhi to New York. I don't like her attitude towards NRI."
Ram Rana wrote a review Feb 2020,50,"New Delhi - Dubai
International
Economy","New Delhi - Dubai
International
Economy","New Delhi - Dubai
International
Economy",Positive response,"I was travelling from Delhi to Dubai today on 25 feb this is the best experience so far with air India the crew staff was so helpful . I was suffering from headache and asked for the medicine the crew member Sonali Yadav didn’t took more then 30 seconds to bring medicine and 10 min later she came to me n asked sir how’s u feeling now her positive attitude and perfect service will be in my good memories
Thank you so much team air India"
glennm22957 wrote a review Feb 2020,10,"New Delhi - Amritsar
Domestic
Economy","New Delhi - Amritsar
Domestic
Economy","New Delhi - Amritsar
Domestic
Economy",Appallingly service by airport staff,My wife and I were supposed to fly to Amritsar today Feb 25 2020. My wife had had to see a doctor earlier in our holiday due to the usual deli belly but felt she would be able to make the flight. Whilst we were waiting in T3 Delhi Airport to drop our bags the heat was such that my wife feinted in the queue. After a lot of shouting someone from Air India did bring a chair for her to sit down (the only positive). I asked if they could help me contact our emergency travel agent line at which point the guy from Air India walked off never to be seen again. I managed to contact my agent who booked us into an airport hotel so she could recover. My wife was still suffering badly and was partly slumped over our suitcases. It took over another hour to get so one in the airport to get me a wheelchair and assist me to get out if the terminal to the hotel. At no point did anyone from Delhi Airport or Air India look for a first aid person to help. All Air India did was keep pushing me off to other people. It was only after a long and heated talk to the information desk did someone get me some help. I am disgusted by this whole episode and will never be taking another trip to India after this. We had loved the place up until then but the lack of assistance to someone clearly suffering was unacceptable in this day & age
Younus_sys wrote a review Feb 2020,40,"Chennai - Kuwait City
International
Economy","Chennai - Kuwait City
International
Economy","Chennai - Kuwait City
International
Economy",Air bus,staff was well trained and friendly but take long time check. Services almost good but they always declined taking off. The inside air hostess take mostly care about customer and some are very irresponsible in their works towards customer
Yogesh M wrote a review Feb 2020,10,"London - Mumbai
International
Economy","London - Mumbai
International
Economy","London - Mumbai
International
Economy",Air india - Terrible Service.,"I heard negative stories about air india 20 yrs ago but over time i thought they would improve. I recently flew with them ( Feb 2020 ) and sad to say their service has not improved. Flight was delayed for several hours going to india and coming back, plane was being cleaned whilst we were boarding. Shocking service, headphones were dirty and not working. None of the entertainment screens were working correctly, my seat was broken and kept moving around. I went with a party of 6 people, we paid over £770, i wasted my money, felt like we were travelling back in time.

Cabin screw were rude and uninterested about the complaints.

Next time i'll stick with BA or Virgin and pay the extra money. At least i know i'll be there on time and my concerns will be dealt with professionally."
Eitan B wrote a review Feb 2020,20,"New Delhi - Tel Aviv
International
Economy","New Delhi - Tel Aviv
International
Economy","New Delhi - Tel Aviv
International
Economy","dirty toilets, very spicy meal, lousy service","1. stuff not care to clean toilets, stewards sit and rest, lousy service.
2. screen on all plane not active, except movies.
3. main meal so spicy, 3 small pieces of chicken, its a shame !
4. cheap price and cheap services ........"
Norman H wrote a review Feb 2020,20,"Mumbai - London
International
Economy","Mumbai - London
International
Economy","Mumbai - London
International
Economy",Find an alternative if possible.,"Broken seat; no alternative as flight was full. Upholstery grubby. Entertainment system not working; ten hour flight. I would have read as an alternative, but overhead light not working.
On an earlier connected Air India flight, where the entertainment system was not broken, it was slow and not easy to navigate.
The food offered was unexciting; a breakfast sandwich comprised two thick slices of white bread with no discernible filling!
At least the relevant cabin crew member was charming; seemingly embarrassed about the state of the aircraft and her inability to make things better. She did provide copious cushions to help with the broken seat with springs sticking through. Not helped that the flight was delayed - not unusual with Air India I am told. I have flown to India three times in the last twelve months and also taken internal flights- all with other Airlines. This was the first time with Air India, an airline I will avoid in future if possible."
Subodh G wrote a review Feb 2020,40,"Kathmandu - Tel Aviv
International
Economy","Kathmandu - Tel Aviv
International
Economy","Kathmandu - Tel Aviv
International
Economy",Good n bad both,"Flew from ktm to tel aviv on 23rd February...ktm to Delhi small Airbus narrow leg space...bad food...give 4/10
But from Delhi to tel aviv dreamliner aircraft a dream come true...Good food..clean...Good per space...in flight entertainment...slightly rough landing but happy customer....I give 8/10"
richardo3380 wrote a review Feb 2020,20,"London - Goa
International
Economy","London - Goa
International
Economy","London - Goa
International
Economy",An airline nearing the end of the road,"Loading at Heathrow was an ok experience but it just went downhill from there. The 777 we flew on was old & dirty, the meal trays were broken on our seats & a group of 20 seats around & including ours had no in flight entertainment. The food offered was virtually inedible & was described by the Indian lady across the aisle as “Indian country food at Best”. I could have just about lived with this if it were not for the attitude of the staff. They were miserable, unhelpful & downright rude. I’m not saying don’t fly with Air India but I would suggest you try every other airline & only fly with them if ALL other flights are unavailable. The upside is we did get to India!"
