tejasparekh3 wrote a review May 2018,30,"New Delhi - Tel Aviv
International
Business Class","New Delhi - Tel Aviv
International
Business Class","New Delhi - Tel Aviv
International
Business Class",started poorly but improved dramatically,"the check in was very passed and by crude ground staff, lacking any finesse. there was no one manning business check in ... reason being... on a break. no one from economy side came to assist . very surprising.

after that 15 min delay everything improved. flew on a Dreamliner.
excellent well maintained aircraft. menu was superb. ancillaries toilet amenities right up there. a surprisingly good bar cart, and cheese selection. the flight attendant were a bit more mature(sic!), but well informed and friendly and a tad compassionate.

definitely recommend the business class product"
kakarrakesh2013 wrote a review May 2018,20,"New Delhi - Amritsar
Domestic
Economy","New Delhi - Amritsar
Domestic
Economy","New Delhi - Amritsar
Domestic
Economy",flight on 8.5.2018,"check in took over 20 minutes per passenger.very slow process felt for the first time.reached gate no 9 as advised at 4pm was announcement was made to reach gate no 14.on reaching checked for boarding and advised final boarding was taking place.two lady passengers sitting there earlier were not aware.others coming complained of waiting at another boarding gate earlier.once in plane no one attended call button twice.overall a bad experiencet though have been flying with this airline since school,college days and never had a problem."
Deepak K wrote a review May 2018,10,"San Francisco - New Delhi
International
Business Class","San Francisco - New Delhi
International
Business Class","San Francisco - New Delhi
International
Business Class",Mediocre,"One of the worst airlines in the air. Service was very mediocre for business class. Plane looked very rundown. My pillow had hair all over it and looked like someone had slept on it on the previous flight. I asked the attendant to bring me a clean fresh pillow and he brought me another pillow that was in the same condition. The seat did not flatten out and it was very uncomfortable sleeping. No menu, food was awful and very spicy. The whole plane smelled like a curry wagon. My tray was broken and had to put a pillow under it for support. Staff was accommodating their friends in business who otherwise were traveling economy.

I’ll never fly Air India again. I would never recommend this airline to anyone!!"
Manish J wrote a review May 2018,40,"Vienna - New Delhi
International
Economy","Vienna - New Delhi
International
Economy","Vienna - New Delhi
International
Economy",Very Helpful Staff,"On the scheduled date the flight was cancelled after 2 hrs. of actual time due to some technical trouble. The staff in the mean time arranged for snacks for passengers and later arranged hotel rooms just opposite to the airport. One of our friend couple had only single entry Schengen Visa but the airline staff made it possible for them to re-enter and have room else they would had to stay at the airport itself. Next day the staff re-scheduled our connecting flight from Delhi to Indore (our final destination). I was informed by the hotel receptionist that in his 3 years at the same hotel, this was for the 1st time that Air India had to accommodate their passengers at the hotel. Although wasting a complete working day was a hassle, the airline staff's approach was quite comforting."
DarioSaraB wrote a review May 2018,50,"Bangkok - Rome
International
Economy","Bangkok - Rome
International
Economy","Bangkok - Rome
International
Economy",Excellent,"Excellent company. Highly reccomended for comfort, quality of flight and food. On board service is perfect and the staff is very kind."
Ajwar0003 wrote a review May 2018,10,"Muscat Governorate - Kochi (Cochin)
International
Economy","Muscat Governorate - Kochi (Cochin)
International
Economy","Muscat Governorate - Kochi (Cochin)
International
Economy",Delay services.. For our own country flight...,Its exactly 2hrs bloody delay... Thanks for the services Ai.. Angry mode..😬😈 what i say like this hell of services... Lots passangers tired of waiting...
anild789 wrote a review May 2018,50,"New Delhi - Jaipur
Domestic
Economy","New Delhi - Jaipur
Domestic
Economy","New Delhi - Jaipur
Domestic
Economy",Nice flying experience,"Over all this flying experience was superb. The check-in was hassle free. Checked in free baggage allowance 25 kg is not offered by any other airlines on Domestic sector. Security check was smooth & Boarding was smooth

Over all experience was"
Kathryn G wrote a review May 2018,10,"New Delhi - Dharamsala
Domestic
Economy","New Delhi - Dharamsala
Domestic
Economy","New Delhi - Dharamsala
Domestic
Economy",Have yet to release my bag,"I flew from Delhi to Dharamsala - I did not realize I could not have my battery charger in my bag (I had flown in from the US with it in my bag, no problem. Did not pay close enough attention to their specifications which is my fault). They told me as I was boarding that my bag was detained and had to go through clearance. They would not give me any more information and ushered me onto the flight. When I got in, I had to go through a long process of ‘requesting my baggage be cleared’ - they told me it would be in the next day because there were no more flights that day. (Why they could not have originally just taken out the battery when checking my bag the first time is beyond me). I call the next day - it is still being processed, it will be in tomorrow. No apology, no explanation, nothing. The next day, the same thing. I have yet to receive my bag, my trip is now delayed (flights canceled, plans changed) because they will not release my bag. It is a battery charger, my bag is easily packed, it should have been removed within minutes and sent along to me. The unorganization and sheer stupidity this airline exhibits is beyond any country’s standards. It’s absolutely not worth it - do not fly Air India. It may ruin your entire trip."
ScherIrani wrote a review May 2018,40,"Mumbai - Chennai
Domestic
Economy","Mumbai - Chennai
Domestic
Economy","Mumbai - Chennai
Domestic
Economy",A pleasant surprise inspite of a 3.5 hr delay,"BOM-MAA flight was delayed by 3.5 hours, was miffed and angry with regards to the same. However, we were notified in advance and left for the airport accordingly. Onboard service was surprisingly good, very courteous and polite Cabin Crew. The aircraft was an ageing A319, interior was quite unkept. However, leg space and comfort overall was perfect, I'd say much better than the other Indian carriers.
MAA-BOM AI672 flight was 20 minutes delayed, however inflight service was wonderful once again (something that is just not expected from AI these days), aircraft interiors again quite dirty, but I guess we can't have it all. Overall a surprisingly decent experience."
Ravindra R wrote a review May 2018,30,"Hyderabad - Kolkata
Domestic
Economy","Hyderabad - Kolkata
Domestic
Economy","Hyderabad - Kolkata
Domestic
Economy","Shabby, late but cheap","Cheap tickets, left om time but somehow arrived 40 minutes late. Each person given 25 kg weight for luggage which is excellent. Luggage took forever to arrive at Calcutta airport - nearly 50 min after arrival. Boarding process was a little better than a train. Horrible snack, no hot beverage and indifferent service. Dirty toilet but ok interiors. Overall, take Air India only if the fares are cheaper than the rest and if you dont have a deadline and if you have excess baggage."
tanveerpatel012 wrote a review May 2018,50,"Kochi (Cochin) - Mumbai
Domestic
Economy","Kochi (Cochin) - Mumbai
Domestic
Economy","Kochi (Cochin) - Mumbai
Domestic
Economy",flight from cochin to mumbai,flew from cochin international airport for mumbai as it was a domestic travel i have to check in at terminal 3 international departure and if you are flying from air india you can go for international departure.i was traveling by train so get off at ernakulam junction from where it took 1:30 hours to reach airport by booking an uber for 640rs but make sure you get off at aluva station next to ernakulam from where you can reach in 30 mins.domestic traveller cant buy liquor from duty free.
Lee V wrote a review May 2018,50,"London - Newark
International
Economy","London - Newark
International
Economy","London - Newark
International
Economy",Good Airline,"Boarded quickly and with no hassle both ways, plenty of space in the overhead lockers. Good variety of films especially foreign language films which I prefer. Had a ruby on both flights pretty tasty. Plenty of legroom, stewardesses good, for a little over £300 it was extremely good value for money. Would definately fly with Air India again given the opportunity."
caparas86 wrote a review May 2018,20,"Kolkata - Agartala
Domestic
Economy","Kolkata - Agartala
Domestic
Economy","Kolkata - Agartala
Domestic
Economy",45 Min late flight,They board us on time but flight was late about 45 min without announcing any reason to passengers. Avoid booking this evening Air India flight from Kolkata to Agartala if you are in hurry or have meeting. Otherwise ok.
