Pradeep V wrote a review Aug 2016,40,"Pune - New Delhi
Domestic
Economy","Pune - New Delhi
Domestic
Economy","Pune - New Delhi
Domestic
Economy",Great Service but cramped seating,"I have flown Vistara on various occasions in all three classes. The Cabin crew is very well trained and courteous. The presentation of the food is the best of any airline flying in India. The quality of the food is just about the same as other full-service airlines.

Aircraft are very well maintained and clean

A new entertainment feature that allows content to be streamed to personal hand-held devices is very innovative

On the con side, the economy section seating is quite cramped. I cannot imagine taking a long flight with such seating"
Alokmili77 wrote a review Aug 2016,50,"New Delhi - Goa
Domestic
Economy","New Delhi - Goa
Domestic
Economy","New Delhi - Goa
Domestic
Economy",Wow,"Tata's & Singapore airlines combo stands to their name,a classy flight different from existing airlines stands apart.Good efficient staff,good new aircrafts good catering"
B R S wrote a review Aug 2016,50,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Fly the new feeling - Very Appropriate,"Flew Vistara for the for the first time on 8th Aug 2016. The Flight was light and I had all three seats for me and occupied the allotted 21F. This Airline scores well in every department. Since I had web[-checked in it took less than a minute to enter the revised gate number. The boarding process was quick as I preferred to board last.

After a warm welcome by the crew and settling down the push back was delayed due to the use of the Secondary Runway but the Captain kept the guests fully informed.

The take-off was smooth but there was a bit of turbulence. The food service began once the cruise was normal. I got a good feeling after the meal that this airline does care for the guests but offering the right quantity of food.

The landing was smooth and the plane docked at the aero-bridge quickly.

Upon reaching the terminal I requested for the buggy and the staff called one fast.

Excellent Flight indeed."
N H wrote a review Aug 2016,20,"New Delhi - Kochi (Cochin)
Domestic
Economy","New Delhi - Kochi (Cochin)
Domestic
Economy","New Delhi - Kochi (Cochin)
Domestic
Economy",Eerily Familiar: In the Image of Indian Airlines,"It was my first experience of Air Vistara and it began ominously. The security at the airport gate refused me entry saying my web-checkin pass did not carry my name! Well, after a visit to the counter I finally got in. I had to wait for over 10 minutes just for a baggage drop. The boarding took even longer with an additional elaborate security check by the airlines staff at the aircraft door.
I had taken care to book a seat in the economy first row. But i was in for a shock. Instead of having wider leg room, this row is more cramped as the premier class (something between business and economy) takes away extra space.
The announcements were with a strong accent making it largely incomprehensible. The refreshments were oh-so-familiar: dal and rice, dahi and a dessert. Since my journey had two sectors, the refreshment in the second sector had the same dessert, a lemon mousse/custard.
The only saving grace was that the flight was on time which means a lot. But it is also a little worrisome to note how much the airlines reminded one of the erstwhile Indian Airlines, the food, the announcements, even the interior decor. Finally, the stewardesses' attire could have been better designed: it resembles a pajama suit!
I booked on it only because it had the cheapest ticket going, but next time i have to think twice.
Being a new airline I would give them the benefit and expect them to improve over time."
rohit r wrote a review Aug 2016,50,"Mumbai - New Delhi
Domestic
Premium Economy","Mumbai - New Delhi
Domestic
Premium Economy","Mumbai - New Delhi
Domestic
Premium Economy","First time with Vistara, customer for life !","We travelled from Mumbai to Vistara, it is nowhere your another Indian airline, it is the best in the class. Loved the new vistara lounge, the food offering during flight was great. Leg space is great."
Sanjay Shah wrote a review Aug 2016,40,"Mumbai - New Delhi
Domestic
Premium Economy","Mumbai - New Delhi
Domestic
Premium Economy","Mumbai - New Delhi
Domestic
Premium Economy",Veg Travellers - brace yourself for possibility of flying without food,"I had settled into my premium economy class Flight from Bombay to Delhi - it was an afternoon flight and Meals were included in the flight . I had an hectic morning and was pretty exhausted . To my complete surprise and horror , by the time the flight attendant came to my seat , she declared that she had no Veg options available , no fruits etc. were also on offer . All she could offer me was a 200 ml juice bottle . It was a horrible experience and I had to fly to delhi on an empty stomach ."
CHEF P SEKAR wrote a review Aug 2016,50,"New Delhi - Bengaluru
Domestic
Economy","New Delhi - Bengaluru
Domestic
Economy","New Delhi - Bengaluru
Domestic
Economy",Get what you expect on Air,The check in was smooth with the just a carry back pack. The inflight food service was good. The leg room was sufficient could stretch a bit during the 2 hours and twenty minutes flight. Staff were efficient. A pleasant journeyy.
TaraKapur wrote a review Aug 2016,30,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Disappointed,"I'd heard so much about India's newest airline but it didn't meet my expectations

From the cabin crew presentation to the food (chicken sausage pulao!!) I was disappointed

The cabin colours looked good and of course, are new

It's premium positioning isn't evident anywhere

I wouldn't choose Vistara if I had other options"
Vikash Bajaj wrote a review Aug 2016,50,"New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy",A delightful experience,"Flew from Delhi to Mumbai on the 29th of June 2016. After the experience flying low cost airlines, the Vistara experience was a very pleasant one.

Though the flight was delayed due to inclement weather, the in flight experience more than made up for the delay. The extra leg space as well as the wonderful continental meal was a major departure from what we get in the other airlines.

Watch out competition. This is an airline which is going to set new standards once it adds more destinations to its kitty."
Sumit G wrote a review Aug 2016,50,"New Delhi - Goa
Domestic
Premium Economy","New Delhi - Goa
Domestic
Premium Economy","New Delhi - Goa
Domestic
Premium Economy",Best Airlines to fly within India,"I flew by Vistara from Delhi to Goa more than an year back and since then have made it a point to go for this airlines only when flying in India. There is no comparison with other Airlines as the Seats, quality of food and On time performance are outstanding."
catNorway wrote a review Aug 2016,30,"Kochi (Cochin) - New Delhi
Domestic
Economy","Kochi (Cochin) - New Delhi
Domestic
Economy","Kochi (Cochin) - New Delhi
Domestic
Economy",Small details matter,"The booking experience at the airport counter was alright except that the staff member got my husband's name wrong three times, despite spelling it out loud for him and also got our surname wrong despite him having my DL for reference. Baggage security check staff turned up late and could not be bothered with work even after coming. Check in counter staff were mechanically friendly, as compared to the other domestic and international staff i have met so far. Boarding was efficient, so was the cabin experience. The flying part was also good. We were informed about the baggage belt before deplaning. Excellent, except that the bags came on another belt and passengers had to be informed individually by airport staff looking for bag carrying tasks. If the small details are left out, what is missing is warmth. The passenger is not a bag, but a human being, Vistara."
444lipa wrote a review Aug 2016,50,"Bhubaneswar - New Delhi
Domestic
Economy","Bhubaneswar - New Delhi
Domestic
Economy","Bhubaneswar - New Delhi
Domestic
Economy",Customer Oriented,"The in-flight service was very good. But what I really appreciated was when I came home and remembered that I had left my iPad in the aircraft seat pocket. When I called them the next morning, they could locate it within 2-3 hours and made sure I got it back in the same condition. Very cooperative staff!"
Terminattor wrote a review Aug 2016,50,"Bengaluru - New Delhi
Domestic
Economy","Bengaluru - New Delhi
Domestic
Economy","Bengaluru - New Delhi
Domestic
Economy","Fresh, New and top of Flying machines","I have flown Air Vistara about 12 times (18 incl my family) - mostly in the long BLR-DEL / DEL-BLR sectors, on both economy and premium economy.
I must say - this is the new benchmark!!
As expected, the aircrafts are new and the staff are fresh, but there is a certain peppiness to the whole in-flight atmosphere. The uniforms are smart, functional and different in colour, makes the in-flight crew perform their activities without worrying too much about 'adjusting' their appearance. The seats are the w-i-d-e-s-t in this business. Food - most delicious, hot and packaged neatly, even their cutlery area notch above other plasticy options. Fares are comparable to any competitor. In-flight crew are friendly, compassionate and one can feel the warmth of our national airline many years ago.
All in all, any Vistara flight is a wonderful experience, that just grows on you and wants one to look forward to another experience, not just another or any other flight!"
Pragati27 wrote a review Aug 2016,30,"New Delhi - Pune
Domestic
Economy","New Delhi - Pune
Domestic
Economy","New Delhi - Pune
Domestic
Economy",lack of consistency,"First flight was happy as found a little higher price than other economy flights was justified by good quality food . Second flight food was pretty bad .last flight in to Pune we (3 passengers ) flew in July and flight was delayed by more than an hour . delay flight coupons were given to premium economy and to economy passengers -only those who demanded - seriously ??? travellers in economy are biggest chunk ,not a good idea to save cost - left an unpleasent memory for me .
What is good is the legspace , pleasent staff ,and according to the two persons travelling with me the in flight entertainment was a good experience ."
Vikas_dua84 wrote a review Aug 2016,50,"New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy",Travel by Vistara,"It was a good experience in Vistara, the flight was on time both the times, the food is very Nice, leg space is better than its competitors, staff is friendly and cooperative. Will prefer it over others ."
Seema519 wrote a review Aug 2016,50,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Great Flight,"Had heard a lot about this airline ,Singapore and tatas hadto be good. The leg space was good ,the food served was good and hot.The service was very good ,the staff was helpful and courteous.The flight was on time ,the pilots address was clear and we were able to hearit.The landing was comfortable."
ScherIrani wrote a review Aug 2016,50,"Mumbai - Bengaluru
Domestic
Business Class","Mumbai - Bengaluru
Domestic
Business Class","Mumbai - Bengaluru
Domestic
Business Class",5 stars for good reason,"This was a first with Vistara for me. Knowing the strong business background from which this airline was born, I did raise my expectations before my flight. And I wasn't disappointed. Prompt check - in with outsourced yet very polite and affable staff. Boarding was organized fairly well. Since it is a fairly new airline with a brand new fleet of aircraft, the interiors were impeccably spic & span. Was warmly greeted by very well groomed cabin crew, I love the uniforms too, practical to work in and elegant at the same time. The business class cabin I flew in was spacious, I love the overall purple & dull gold colour scheme of the seats and not using cloth as the upholstery instantly ups the luxury of the cabin interior. We had a decent selection of meals & drinks presented on printed menu cards. Although the food tasted average, the warm service provided by the Cabin Crew was really a pleasure. They interacted with me on a personal level, I felt like a guest, not just another pax. Lavs were spotless as well. The galley was kept neat all through the flight. Disembarkation as well as luggage handling was overall satisfactory. I am so glad to watch this airline take its steps into turning amongst the top today."
bindu2016 wrote a review Aug 2016,50,"New Delhi - Mumbai
Domestic
Business Class","New Delhi - Mumbai
Domestic
Business Class","New Delhi - Mumbai
Domestic
Business Class",awesome,They have best of the aircrafts with bestest service. They give excellent service with super duper food.
Abhieshek wrote a review Aug 2016,40,"New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy",Its new and its pretty good !,Its a young and a hip carrier. The aircraft are new and well maintained. The cabin crew is alright and the food is good. They are priced economically. All in all Vistara is now my preferred airlines.
groovynikhil wrote a review Aug 2016,30,"Bagdogra - Mumbai
Domestic
Economy","Bagdogra - Mumbai
Domestic
Economy","Bagdogra - Mumbai
Domestic
Economy",Pleasure flying wid little glitch,It was my first flight with vistara. Flight was delay because of weather. Had an pleasant flight. Just had issue with their call booking centre otherwise it was a good experience. You all and see the cleanliness and tidiness in the aircraft and the staff was cooperative.
pawanlakhotia wrote a review Aug 2016,50,"New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy",Excellent Hospitality,Old couple were travelling in same flight belived to be for the first time the airline offered complimentary food to them they denied the knew only local language Telagu the Airhostes most of them from North East explained them in every possible way and made them comfortable they even took my help to communicate with them to make them understand the food served is complimentary.all the crew was so nice and helpful to the old couple in making their trip memorable........ hats off to entire crew
Alok_k_k wrote a review Aug 2016,50,"Mumbai - Kochi (Cochin)
Domestic
Premium Economy","Mumbai - Kochi (Cochin)
Domestic
Premium Economy","Mumbai - Kochi (Cochin)
Domestic
Premium Economy",Very Good,It was first time flown by Vistara got Premium Economy paying nominal Charges and I must enjoyed the flight. It felt kind of fresh feeling. Awesome service and food.
AnikSach wrote a review Aug 2016,50,"New Delhi - Bengaluru
Domestic
Premium Economy","New Delhi - Bengaluru
Domestic
Premium Economy","New Delhi - Bengaluru
Domestic
Premium Economy",Great beginning,"This was the first time I was traveling in Vistara. Flight was right on time. Onboarding was smooth and positive vibes could be felt while entering the flight. Comfortable seating, complimentary food and on time arrival. Things could not get better than this. Complimentary food was not very delicious though."
KP2001 wrote a review Aug 2016,40,"New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy",Good experience,"I travelled from Delhi to Mumbai last week by Vistara. The aeroplanes are relatively new, well maintained. The service level is good. Economy class seats are little congested.Food quality was good.Overall it was a good experience"
164export wrote a review Aug 2016,40,"New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy",Delhi Bombay Run,"New aircraft and efficient service from checkin to baggage claim. The good point is that this airline leaves and arrived at the international terminals. Price is good too. As far as airlines flying domestically in India, I would say this is a good one."
pradiptakumarmishra wrote a review Aug 2016,50,"Bhubaneswar - New Delhi
Domestic
Economy","Bhubaneswar - New Delhi
Domestic
Economy","Bhubaneswar - New Delhi
Domestic
Economy",experience in my first vistara flight was beyond expectation,I was thinking it to be like any other low cost airline. But I was wrong. They served good food. Leg space is good in flight. Staff also courteous
shajiMumbai wrote a review Aug 2016,50,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Fly the new feeling ...... Every time ......,"It was always a new feeling... Best Airline in India , departure from new T2 International airport Mumbai. Always on time, best service."
Harish wrote a review Aug 2016,50,"New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy",A beautiful flying experience,A new airline with new aircraft and very good service. Snacks given were tasty and hot. The staff were cordial and very hospitable.Overall a very good experience flying by Vistara.
Apratim wrote a review Aug 2016,50,"New Delhi - Goa
Domestic
Economy","New Delhi - Goa
Domestic
Economy","New Delhi - Goa
Domestic
Economy",Good experience,Professional service. Flight was on time. Food was 6 on a grade of 10. Kid's meal was slightly better. Overall experience was fairly satisfactory. The premium economy in my opinion is just a sham but the different strokes for different folks.
Rahul R wrote a review Aug 2016,50,"Bengaluru - New Delhi
Domestic
Economy","Bengaluru - New Delhi
Domestic
Economy","Bengaluru - New Delhi
Domestic
Economy",Great JV of TATA & SIA,"Vistara is a well maintained, neat and comfortable aircraft.... I had a great experience of the airline as I was trying it for the first time... and I found the experience is completely different from the one I had with other airlines... free meal in the aircraft is an additional feature.."
BPB2012 wrote a review Aug 2016,40,"New Delhi - Kolkata
Domestic
Business Class","New Delhi - Kolkata
Domestic
Business Class","New Delhi - Kolkata
Domestic
Business Class",An extremely good airline,I had the occasion to travel for the first time on this airline recently and the experience was extremely pleasant. The service quality is top grade and it is establishing a new benchmark for the Indian airlines.
puneet_goil wrote a review Aug 2016,40,"New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy","good ambience, nice plane","Staff is cooperative, food they provide is good, planes are also new and good. they fly from international terminal. good experience."
ontruehappiness wrote a review Aug 2016,30,"Mumbai - Chennai
Domestic
Economy","Mumbai - Chennai
Domestic
Economy","Mumbai - Chennai
Domestic
Economy",Lots of hype,"The seat sizes, leg space, upholstery are nothing to rave about.
The efficiency and courtesy of ground staff and crew also just about eqauls other airlines. Over all not a ""way beyond"" experience."
Sanjay S wrote a review Aug 2016,30,"Ahmedabad - New Delhi
Domestic
Economy","Ahmedabad - New Delhi
Domestic
Economy","Ahmedabad - New Delhi
Domestic
Economy",Least Bothered attitude on Vistara,First ever flight I have taken on Vistara just to try out the hyped service claim on this TATA SIA carrier. It seemed that I was flying on the old Air India attitude Airline....with the cabin crew as if they were on a protest and were forced to service the passengers. The Air hostessess all of them never had even half a smile and seemed stressed out and got the feeling of being least bothered to the passengers. After this experience I who have been flying now extensively for over 38 years have not flown this carrier and do not intend to in the near future as well.
Nalini XS wrote a review Aug 2016,40,"Goa - Mumbai
Domestic
Economy","Goa - Mumbai
Domestic
Economy","Goa - Mumbai
Domestic
Economy",An air line to bear in mind,"This was my first flight with VISTARA and it was a pleasant surprise. The staff at the checking counter couldn't be more helpful and always with a friendly smile. The same goes to the flight attendants and service. Of course being such a hort flight, they did their best to make our flight pleasant."
Maulik_Shah1984 wrote a review Aug 2016,50,"Ahmedabad - New Delhi
Domestic
Economy","Ahmedabad - New Delhi
Domestic
Economy","Ahmedabad - New Delhi
Domestic
Economy",Amazing experience,This was my first flight in Vistara. Amazing flight with cabin space. courteous cabin crew. They offer the delicious meal on the board. Great going Team Vistara. Thank you for your service. Hope to fly soon.
Nabhojit wrote a review Aug 2016,50,"Mumbai - Bengaluru
Domestic
Premium Economy","Mumbai - Bengaluru
Domestic
Premium Economy","Mumbai - Bengaluru
Domestic
Premium Economy",Undoubtedly the Best in our country at present,"Right from the baggage drop to boarding it was just perfect. Great flight crew, typically from the hospitality industry.
The aircraft, though new, was spic and span. The food was really great and the presentation was very different unlike what most airlines do.
In flight announcements were very clearly audible.
The touchdown, perfect and so was the baggage claim, just there when I reached the belt."
Vinvid wrote a review Aug 2016,30,"Mumbai - Kochi (Cochin)
Domestic
Premium Economy","Mumbai - Kochi (Cochin)
Domestic
Premium Economy","Mumbai - Kochi (Cochin)
Domestic
Premium Economy",Huge expectation but let down by the service !,"Having read a lot about Vistara Airlines and their service standard , I have booked Premium Economy seats for my family. One of the seats were upgraded to Business Class when we reached the boarding point which We were very thankful.

At least by the feel ,Premium economy does not add any value to the travel. Service was poor - they kept on delivering the wrong orders and no apology. May be initial days but seriously , its not delivering the service which they claim they are providing."
SRGUHA wrote a review Aug 2016,40,"Lucknow - Kolkata
Domestic
Premium Economy","Lucknow - Kolkata
Domestic
Premium Economy","Lucknow - Kolkata
Domestic
Premium Economy",FLY VISTARA (If available),"Good Airlines to Fly. Good food including choice. Very good service. Perfect times maintained. In the recent past I have flown this Airlines 5/6 times and never arrived destinations later than the scheduled arrival time. Hope they will keep it up.
Only problem! Vistara only flies to a very destinations of my requirements. Hope it will increase with induction of new Air Crafts. In many sectors you may find the fares cheaper than it's so claimed no frills Airlines."
Bluepearlsky wrote a review Aug 2016,50,"Bhubaneswar - New Delhi
Domestic
Premium Economy","Bhubaneswar - New Delhi
Domestic
Premium Economy","Bhubaneswar - New Delhi
Domestic
Premium Economy",Own living room in air.,"Wonderful airline with amazing ground staff and crew members. Right from the check-in counter to bid farewell at the gate on arrival, it was a seamless operation. Their service can be compared only next to Japan Air Lines. Food was delicious. Plenty of leg room. Seats are ergonomically designed. Air hostesses were very courteous, attentive and always with a genuine smile. I would love to fly with this airline more often."
Pallavi M wrote a review Aug 2016,50,"Pune - New Delhi
Domestic
Economy","Pune - New Delhi
Domestic
Economy","Pune - New Delhi
Domestic
Economy",Most comfy Economy class experience,"We traveled Pune-Delhi, Delhi-Srinagar and back. 4 trips with same airline. The seats are comfortable, more leg room. 2 times we traveled during lunch/dinner hours. We were concerned if the food provided would be enough for us. However, the food provided was tasty and fulfilling. They serve variety of food even to the economy class as opposed to just water or nothing in other airlines. I recommended all my friends to travel with Vistara. The staff is polite and well trained."
Vikster6aa9 wrote a review Aug 2016,50,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Worth the price of the ticket,"This was an amazing experience - new planes, lots more legroom (both in the regular economy and the emergency row) and good airline food!

Also the staff are courteous and somehow don't have that impatience that other airlines have.

Recommended - worth the extra you pay for the ticket."
Pratyush R wrote a review Aug 2016,50,"New Delhi - Ahmedabad
Domestic
Premium Economy","New Delhi - Ahmedabad
Domestic
Premium Economy","New Delhi - Ahmedabad
Domestic
Premium Economy",Comfortable journey & a great experience,"I flew on this sector with my family. The entire process from doing the web check-in to baggage drop off, the in-flight services and finally the luggage pick up was pretty smooth and comfortable. The service quality was top class. Highly sophisticated cabin crew that offers service with a smile. The seating was comfortable with added cushions. The food quality and variety was also appealing."
Karna_Pathak wrote a review Aug 2016,50,"Goa - Mumbai
Domestic
Economy","Goa - Mumbai
Domestic
Economy","Goa - Mumbai
Domestic
Economy",1st choice,"New aircraft, Great food, Air hostesses well spoken and helpful, Check in staff is courtious. Have flown on this airlines before also and this surely will be my preferred airlines."
Pam wrote a review Aug 2016,50,"Kolkata - New Delhi
Domestic
Economy","Kolkata - New Delhi
Domestic
Economy","Kolkata - New Delhi
Domestic
Economy",A Class Apart,"Very nice airlines with helpful staff, good leg space even in economy class, hearty meal and superbly maintained aircraft with classy interior."
Vivek L wrote a review Aug 2016,50,"Bengaluru - New Delhi
Domestic
Premium Economy","Bengaluru - New Delhi
Domestic
Premium Economy","Bengaluru - New Delhi
Domestic
Premium Economy",Value for Money,"Excellent experience, value for money. Great Food and service. Clean toilets. Nice check in process."
RoverWanderer_Nomad0 wrote a review Aug 2016,40,"New Delhi - Kolkata
Domestic
Economy","New Delhi - Kolkata
Domestic
Economy","New Delhi - Kolkata
Domestic
Economy","New aircrafts, Friendly staff and good food","This airlines has new aircrafts which is a plus as the seats arent stained and dirty just yet. The staff is friendly and the food is good. They have one of the better leg spaces available in the domestic market at the moment,"
Prachi Y wrote a review Aug 2016,50,"New Delhi - Goa
Domestic
Premium Economy","New Delhi - Goa
Domestic
Premium Economy","New Delhi - Goa
Domestic
Premium Economy",Amazing Experience,One word Amazing & Convenient ride....Planes are new spanky clean unlike other airlines where there is peculiar smell in aircraft and thankfully there was one.Landing & take off z smooth.Food is amazing though they are giving it complimentary due to new competitor is this industry..Overall a very nice experience and we are a member now.....
pravinjn wrote a review Aug 2016,50,"New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy",Professionally managed,Travelled by this newly started Indian airline for the first time. It was satisfying on all counts - punctuality
Sudhir D wrote a review Aug 2016,40,"New Delhi - Bengaluru
Domestic
Premium Economy","New Delhi - Bengaluru
Domestic
Premium Economy","New Delhi - Bengaluru
Domestic
Premium Economy",Great Service & very professional,"Did a to and fro couple of times in the month & am regular on Vistara for business trips.
- The ground services (checkin, boarding) are very good and have never seen a delay with them
- Leg space and seat are comfortable with Premium economy.
- Had mixed experience with the food onboard. During one on the flight the food was not great but on the remaining trip it was very fresh.
- Could have some entertainment and wifi onboard for customer comfort."
rachnasingh2014 wrote a review Aug 2016,50,"New Delhi - Lucknow
Domestic
Premium Economy","New Delhi - Lucknow
Domestic
Premium Economy","New Delhi - Lucknow
Domestic
Premium Economy",A Flight that reminds you what flying was all about,"Domestic flights in India have become too crowded but with it has come down the services . Vistara is relatively new entrant but is backed by TATA and singpore airlines .
From check in till one gets down the services are all remarkable . I would highly recommend to check the prices for premium economy and economy , some times when Premium Economy is empty the prices are lesser then Economy.
Food is same for both except for an additional fruit drink in PE and wet towel .

Flight is always on time and I have seen that staff helps those who are taking connecting flights by deputing someone to take them to correct terminals to save on time .

I highly recommend Vistara"
Gaurav Verma wrote a review Aug 2016,40,"Hyderabad - New Delhi
Domestic
Economy","Hyderabad - New Delhi
Domestic
Economy","Hyderabad - New Delhi
Domestic
Economy",Innovative,"Staff looked fresh and smiling all the way. Packing of food was very innovative, very different from other domestic flights. Legroom was as tight as other domestic airlines. The only problem was getting my points credited to my Club Vistara account."
kudurgesh wrote a review Aug 2016,50,"Lucknow - New Delhi
Domestic
Economy","Lucknow - New Delhi
Domestic
Economy","Lucknow - New Delhi
Domestic
Economy",The Best,"A very comfortable domestic journey after a long time. Seats are good, food service better than any present player over the indian sky. Had not tiredness after journey.
Service at the ground and in flight was excellent. Meals served were fantastic.
Over all a good experience."
moredetails wrote a review Aug 2016,40,"New Delhi - Ahmedabad
Domestic
Economy","New Delhi - Ahmedabad
Domestic
Economy","New Delhi - Ahmedabad
Domestic
Economy",Trusted and comfortable Service from Tata Group,"Even before check-in, a passenger starts feeling that ""Vistara"" is concerned about need of its travelers. The guidance received at right time through SMS and ground staff helps travelers to move without any stress on mind."
shaishavv wrote a review Aug 2016,40,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Good service - Good Value for money,"I regularly travel both for official as well as personal work/leisure.

This was however, the first time that I flew Vistara & it was a very good experience.

Right from the online tkt. booking, to online web check-in to check in at the airport was smooth. The only glitch was that the flight was late by almost 45 minutes.

Needless to say a big negative.

However, once inside the plane, it was good. Obviously, with new aircrafts it will be better.

The food was also very good. Both in term of variety & taste.

Definitely one of the better options to fly within India.

One last observation - The uniforms of the air hostesses could be more trendier.

Looks like we are flying the airline of an islamic country"
sagarsarita wrote a review Aug 2016,50,"New Delhi - Ahmedabad
Domestic
Economy","New Delhi - Ahmedabad
Domestic
Economy","New Delhi - Ahmedabad
Domestic
Economy",Feel the Difference with Professionalism,"New feeling. Good Packaging. Smart beginning. Seems will go long way. Certainly flyers are getting deserving services at Tata SIA venture with Vistara. Travelled in other classes. Every class is having something different and good to offer. Hope, soon more highlighting presence will be across to spread the good message all through.."
giri22in wrote a review Aug 2016,50,"New Delhi - Varanasi
Domestic
Economy","New Delhi - Varanasi
Domestic
Economy","New Delhi - Varanasi
Domestic
Economy",very good staff and overall ambiance within flight was very good,went to varanasi in the flight and overall ambience and hospitality of the staff was excellent. i would recommend this airline
Saurabh S wrote a review Aug 2016,40,"Kochi (Cochin) - New Delhi
Domestic
Economy","Kochi (Cochin) - New Delhi
Domestic
Economy","Kochi (Cochin) - New Delhi
Domestic
Economy",Nice flight,It was my first exp. of using vistara flight. The flight exp. was great. Behavior of check in staff as well as in-flight crews was great and very friendly. The food was great and served hot.
Tripathi_12 wrote a review Aug 2016,40,"New Delhi - Varanasi
Domestic
Economy","New Delhi - Varanasi
Domestic
Economy","New Delhi - Varanasi
Domestic
Economy",Awsome,"Really very good airlines in comparison to Indigo and spicejet, both ground and flight crews are courteous and friendly and inflight meal is excellent without any extra charge in nutshell I love this airline, thanks to TATA ,"
SanjeevNirwani wrote a review Aug 2016,50,"New Delhi - Bhubaneswar
Domestic
Business Class","New Delhi - Bhubaneswar
Domestic
Business Class","New Delhi - Bhubaneswar
Domestic
Business Class",Best Domestic Travel,"Great experience after upgrade to Business Class. Right from the word go- booking, check in, boarding, in flight and disembarking, everything was perfect hospitality."
abhijitsengupta wrote a review Aug 2016,50,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Excellent World Class Service,"It was my second travel with Vistara Airlines. The service matches the top notch Airlines of the world. Very friendly staffs at check in and in board. Unlike many airline they are very accomodating if your vheck in luggage limit exceeds by couple of Kgs. Just as you may experience with Singapore Airline. This venture between Tata and Singapore airline speaks volume as to jow the airline should treat passengers
Needless to say quality of food was good as expected. Of course there is always room for improvement"
Vikram-A-Paul wrote a review Aug 2016,50,"New Delhi - Bengaluru
Domestic
Premium Economy","New Delhi - Bengaluru
Domestic
Premium Economy","New Delhi - Bengaluru
Domestic
Premium Economy",Flying redefined,"Post the Kingfisher era (they did set international standards in domestic sector); Vistara is the only on the only other airlines that is creating an experience while we fly. The hospitality of the ground staff as well as the cabin crew is redefining the service standards.

The BIG goodwill of the house of TATAs adds to the whole experience."
nikhilfoodiee wrote a review Aug 2016,50,"Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy","Mumbai - New Delhi
Domestic
Economy",Amazing !!,It was an amazing experience to travel by Vistara Airlines which gives you good vibes to fly from this airlines. The Staff is cooperative and good food too. The seats are very comfortable.
sidharth747 wrote a review Aug 2016,50,"New Delhi - Goa
Domestic
Economy","New Delhi - Goa
Domestic
Economy","New Delhi - Goa
Domestic
Economy",BEST AIRLINE .. EXCELLENT SERVICE,"After travelling many airlines ( Domestic) , i would say finally the only Airline which exceeds my expections is VISTARA.. Best in fare, service and customer service . Every traveller should prefer VISTARA . All the best to Vistara ."
anish909 wrote a review Aug 2016,50,"New Delhi - Bhubaneswar
Domestic
Economy","New Delhi - Bhubaneswar
Domestic
Economy","New Delhi - Bhubaneswar
Domestic
Economy",Unexpectedly Good.,"It was my first time with Vistara, and they really proved that first impressions are last impressions. The food provided to me was really good and the convenience before, on and after flight was remarkable. It also arrived 10 mins earlier.. will fly again."
Anand wrote a review Aug 2016,50,"Mumbai - Goa
Domestic
Economy","Mumbai - Goa
Domestic
Economy","Mumbai - Goa
Domestic
Economy",Awesome flight,I am frequent flyer and this time I wanted to experience Vistara hence I booked my ticket from Mumbai to Goa. I am a privilage customer of Jet Airline
