XTIAN wrote a review Nov 2018,40,New Delhi - Hyderabad,Domestic,Premium Economy,First experience with Vistara,"Never flew Vistara before, being a Jet privilege member. Recently an opportunity presented itself viz flight schedule, hence I decided to fly with them.

Despite being in premium economy check in counter, it took forever to check in. I thought I made a mistake having booked with them. Ironically the boarding pass printing machine had died.

Having got past that hurdle, I wasn't expecting much. It's best to expect the least with that kind of experience.

However, on time departure and arrival coupled with exemplary in flight hospitality and service helped me get past the debacle at the check in counter. Over all a good experience and value for money."
lakshay wrote a review Nov 2018,40,New Delhi - Mumbai,Domestic,Economy,Good Services in Affordable Pricing,"Vistara Flights are always good, the service they provide and specially most of the times flight lands before its schedule time and even the ambience in the flight is also good."
sanjeev1968 wrote a review Nov 2018,50,New Delhi - Leh,Domestic,Economy,"Great airline, Super Service..","The check in at the airport was very smooth and staff was very courteous...Aircraft was nice, good leg rooms.. Breakfast was served and was very nice.. Practically on budget airline ticket price you get premium service..Keep up the good work.."
Maciej G wrote a review Nov 2018,50,New Delhi - Amritsar,Domestic,Economy,Incredible - low price airline,"Very good airline - cheap and high quality. Check-in good, airplane new, clean, cc professional, helpful .
Highly recomended"
Priyanshu wrote a review Nov 2018,50,Mumbai - New Delhi,Domestic,Economy,Premium services at affordable prices,"It was my first flight on vistara. Ambience inside the aircraft was awesome. lot better than other budget airlines like indigo or go air,
Seats have more leg room, food quality was good.
I will definetely recommend Vistara for domestic travel."
Talha Kammy Bond wrote a review Nov 2018,50,Kolkata - New Delhi,Domestic,Economy,Great budget Airline with a premium service quality,"It is one of the best airlines in India as I traveled twice.
They offer free meal which is good and the seats were also good as I traveled in Economy."
mksobti wrote a review Nov 2018,40,Hyderabad - New Delhi,Domestic,Economy,Comfortable Domestic Travel,This airline is very good for domestic travel with airfares close to those of Budget airlines. Services such as onboard meals are provided unlike those in Budget airlines. Welcome on board is novel with multi-coloured lights greeting you. Ground services though need improvement.
Anish Pillai wrote a review Nov 2018,40,Mumbai - New Delhi,Domestic,Economy,"Good Experience, limited Destination Options","Decent flight experince , full service airline .new operator on the block so limited connectivity options .they are pretty much punctual .. onboard meals are okay okay ... but wont leave it with a bad taste for sure.

folks who are interested in inflight entertainment , there is nothing on Vistara.. bring your own devices with your own entertainment"
JAGTAR SINGH wrote a review Nov 2018,50,New Delhi - Bagdogra,Domestic,Economy,Good Domestic Flight,I took Vistara flight for the first time. Flight attendants were nice and polite. Food was hot and delicious. Full marks for Domestic sector.
Saurabh Thakur wrote a review Nov 2018,50,Amritsar - Mumbai,Domestic,Economy,Currently best domestic airline,"This was my first experience with Vistara.
They have set their own class in domestic flights in India.
It has best hospitality and food on flight is really good.
Currently they are way ahead than their competitors.
From next time will prefer Vistara over others in domestic circle."
Rahulbounci wrote a review Nov 2018,40,Lucknow - Mumbai,Domestic,Economy,Awesome food on board,"the very first thing i would like to comment on is the food...it was really awesome, i was served with chicken tikka and a kathi roll which was unexpectedly awesome. i first time travelled via vistara airlines ,the services was very good but the food was remarkable.
vistara is the future airlines."
Ashaa78 wrote a review Nov 2018,40,Bengaluru - New Delhi,Domestic,Economy,Good Airline Service,It was my first experience with Vistara and the experience was good. The flight has good leg room which is a option I look for and the airline provides free food/beverage which is an advantage.
skolay wrote a review Nov 2018,50,New Delhi - Kolkata,Domestic,Economy,good option for domestic flights,Value for money. Cheapest among the flight you get from Delhi international terminal. Baggage allowance is good and nice food.
sujoy c wrote a review Nov 2018,50,Chandigarh - Kolkata,Domestic,Economy,My first travel with Vistara,"On October 28, 2018, I first traveled with Vistara. First I came to New Delhi from Chandigarh & then changed the flight from New Delhi & came back to Kolkata. The both flights were in time. Service was also good. Vistara provides complementary meal to every passengers. But in Kolkata bound flight from New Delhi, my seat was in 27th Row. I asked for Non vegetarian meal. But Vistara was unable to provide me the Non veg meal, I had to take Vegetarian meal, which I didn't like."
Wanderer wrote a review Nov 2018,50,New Delhi - Bengaluru,Domestic,Premium Economy,The best airline in Indian skies,got a premium economy ticket for less than an economy class on Vistara website. The airline is relatively new with limited connections but they are growing rapidly. Perhaps the best on board food one can get now a days.
Harminder S wrote a review Nov 2018,40,Mumbai - New Delhi,Domestic,Business Class,Vistara is very good to fly,Flew from Delhi to Mumbai and back on 2nd and 4th. Flight was very easy and calm. Food was also very nice. Being a gold member was upgraded to business class.
Suniel Bharwani wrote a review Nov 2018,50,Mumbai - New Delhi,Domestic,Business Class,Vistara-a rising sitara -“star” in civil aviation,"Have had the experience of boarding almost all of the worlds airlines, and definitely find Vistara international “avant garde” class.The Logo, colour theme,the visual graphics, the interiors-airline upholstery all colour coordinated which psychologically was a visual treat to the eyes.The branding of “a premium economy” was for me an exemplary initiative towards providing a premium experience at an affordable price point with an emotional connect .have been on a number of Vistara flights both business class and premium economy.The business class services reminded of the best in class first class services I have experienced in a numero uno international air carrier,I patronise.All in all a thumbs up for an opulent experience in the skies.grateful for the airlines advent.Hope it increases the destinations it flies to and keeps its tails up always.thank you and God bless."
Ajay Kacker wrote a review Nov 2018,50,Hyderabad - New Delhi,Domestic,Economy,Standards maintained...,"Flew from Hyderabad to Delhi on the evening 1730 hours flight.

Flight was on time and take off was smooth.

From Hyderabad quite a few passengers pick up Paradise Biryani and Karachi Bakery biscuits. The overhead storage space gets full within no time. Advisable to board early.

Also smell of biryani is present in the cabin. Suggestion is that some extra room freshener is sprayed on this particular flight.

Snacks served were good, both the kulcha matar and chicken tikka.

Smooth landing as well and on time."
Ajay Kacker wrote a review Nov 2018,40,New Delhi - Hyderabad,Domestic,Economy,On time decent flight,"Flew on the flight recently.

Full to the capacity. Had the aisle seat and it had enough leg room.

Had breakfast of omellete, bun and potato wedges. Warm and tasty.

Take off and landing was smooth.

Good to repeat"
I love my India wrote a review Nov 2018,30,Mumbai - New Delhi,Domestic,Business Class,Good flight,It was on time flight service was good ground staff need to improve more food was better then jet but in business class they said sir non veg is finish and they provide from economy rest all is ok
Gayatri G wrote a review Nov 2018,50,New Delhi - Kochi (Cochin),Domestic,Premium Economy,Excellent in all respects,"Finally we have a world class airline for domestic travel in India. Tickets are more expensive than the others, but for long flights its well worth the extra expense. The staff are efficient and courteous, the in-flight service very good. Having the option of Premium economy and getting miles is a big plus."
Aparna Viswanathan wrote a review Nov 2018,50,New Delhi - Bengaluru,Domestic,Premium Economy,Smooth!,"This is an excellent airline, a joint venture between Tata and Singapore Airlines. We booked the premium economy seats. The seats are comfortable. There is a special menu for this class, as well as special attention. The cabin lights were pleasant and the music relaxing. The food was excellent compared to the inflight food served on similar class of airlines."
John K wrote a review Nov 2018,50,Bengaluru - New Delhi,Domestic,Economy,"Wow, great airline","I'm 6'3"" and found the economy seating on this domestic flight very spacious... compared to most. Newer Planes, clean,,,,friendly staff
Side note.... I've taken SpiceJet domestic and I literally couldn't fit in the seat. And jet Airways sucks domestically.
Vistara will be our go-to domestic service when flying in India."
