,Laptop Name,Price,Overall Rating,Total Ratings,Total Reviews,Processor,RAM,OS,Storage,Screen,Warranty
384,HP Pavilion x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw0069TU 2 in 1 Laptop  with ...,"₹79,800",4.4,55 Ratings , 9 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,"HP Audio Switch, HP ePrint, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart, Built-in Alexa Support, Microsoft Office Home and Student 2019"
385,HP Pavilion 14-ce Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce3024TX Thin ...,"₹99,000",4.6,29 Ratings , 6 Reviews,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"Built-in Alexa, HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP CoolSense, HP Support Assistant, HP Documentation, HP JumpStart, Microsoft Office Home and Student 2019"
386,HP DA Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) DA0070TX Laptop,"₹49,279",4.5,38 Ratings , 3 Reviews,Intel Core i3 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,One Year Onsite
387,HP 15s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15s-dr2007tx Laptop,"₹79,999",4.1,49 Ratings , 6 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, Built in Alexa Support"
388,HP Pavilion 15-CS Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-cs1000tx Laptop,"₹64,990",4.3,24 Ratings , 4 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP Support Assistant, Microsoft Office Home and Student 2016"
389,HP Envy 13 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) 13-ar0118AU 2 in 1 Laptop,"₹89,900",4.3,63 Ratings , 10 Reviews,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,"HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Command Center, HP Support Assistant, HP Documentation, HP JumpStart"
390,HP 15q Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15q-ds0029TU Laptop,"₹51,930",4.1,"2,125 Ratings ", 222 Reviews,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP Support Assistant, Microsoft Office Home and Student 2016"
391,HP 250-G6 Core i5 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) 2RC10PA Laptop,"₹46,200",4.1,47 Ratings , 7 Reviews,Intel Core i5 Processor (7th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty with ADP
392,HP Chromebook x360 Core i3 8th Gen - (8 GB/64 GB EMMC Storage/Chrome OS) 14-da0003TU 2 in 1 Laptop,"₹51,297",4.3,31 Ratings , 7 Reviews,64 GB eMMC + 100 GB Cloud Storage,"Access Favorite Apps from Google Play (Like Google Drive, Gmail, YouTube, Whatsapp, MS Office)",Inbuilt Google Assistant,Intel Core i3 Processor (8th Gen),8 GB DDR4 RAM,Chrome Operating System
393,HP 15s Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du0093TU Thin and Light Laptop,"₹43,781",4.3,"1,208 Ratings ", 136 Reviews,"Li-ion Battery, Miracast Certified",Intel Core i3 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display
394,HP 14S Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) cs1000tu Laptop,"₹61,373",4.3,276 Ratings , 29 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,MS OFFICE Home & Student 2019
395,HP 14q Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14q-cs0017tu Thin and Light Laptop,"₹44,097",4.2,"1,966 Ratings ", 190 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,"HP Audio Switch, HP Support Assistant, Microsoft Office Home and Student 2019"
396,MSI GF63 Thin Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 T...,"₹51,990",3.8,34 Ratings , 8 Reviews,"15.6 inches Full HD IPS Thin Bezel Display (60Hz, 45% NTSC Color Gamut)",Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inches) Display
397,ASUS VivoBook 15 (2020) Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515JA-EJ532TS Thin and L...,"₹46,990",3.5,12 Ratings , 2 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)"
398,acer Travelmate P2 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) P215-53 Laptop,"₹38,490",5,3 Ratings , 0 Reviews,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inches) Display,1 Year International Travelers Warranty (ITW)
399,acer Swift 3X Core i7 11th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics) SF314...,"₹75,990",4,19 Ratings , 4 Reviews,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019
400,acer Swift 3X Core i7 11th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics) SF314...,"₹75,990",4,19 Ratings , 4 Reviews,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019
401,acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) A515-56-5695 Thin and Light Laptop,"₹53,990",4,5 Ratings , 0 Reviews,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inches) Display,"Microsoft Office Home and Student 2019, Acer Care Center, Acer Product Registration"
402,ASUS ROG Strix G15 Ryzen 9 Octa Core - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,44,990",3.9,10 Ratings , 1 Reviews,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019
403,LifeDigital Zed Core i3 5th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Zed AIR CX3 Thin and Ligh...,"₹26,990",3.6,98 Ratings , 20 Reviews,Intel Core i3 Processor (5th Gen),4 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
404,HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-ba0003tu Thin and Light Laptop,"₹70,990",3.8,17 Ratings , 4 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,Microsoft Office Home and Student 2019
405,Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light ...,"₹57,990",4.1,47 Ratings , 8 Reviews,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office 365
406,acer Aspire 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A315-57G Laptop,"₹49,790",3.5,6 Ratings , 2 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Configuration Manager, Quick Access, Acer Product Registration"
407,Avita Liber Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) NS14A8INR671-PAG Thin and Light Laptop,"₹62,190",3.7,71 Ratings , 22 Reviews,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
408,Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN027P Thin and Light ...,"₹57,990",4.1,47 Ratings , 8 Reviews,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office 365
409,Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin an...,"₹56,990",4,21 Ratings , 5 Reviews,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"Lenovo App Explorer, Lenovo Companion 3.0"
410,DELL G5 15 SE Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/AMD Radeon RX 5...,"₹86,990",3.9,18 Ratings , 1 Reviews,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
411,Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN225P Thin and Light Laptop,"₹73,063",3.6,5 Ratings , 2 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
412,Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN223P Thin and Light Laptop,"₹73,063",3.6,5 Ratings , 2 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
413,DELL Inspiron 13 7000 Series Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) insp 7386 2 in 1 Lapt...,"₹93,750",3.8,4 Ratings , 0 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,Microsoft Office Home and Student 2016
414,HP Omen Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/14...,"₹1,18,800",3.6,17 Ratings , 6 Reviews,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,"HP Support Assistant, HP Audio Switch, HP Audio Boost , HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts"
415,HP 15q APU Dual Core A9 A9-9425 - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0007AU Laptop,"₹31,414",4.1,"12,854 Ratings "," 1,594 Reviews",AMD APU Dual Core A9 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP JumpStart, HP Support Assistant"
416,HP 15q Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 15q-ds0015tu Laptop,"₹32,955",4.2,306 Ratings , 27 Reviews,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
417,acer Swift 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T -59JY Thin and Light Laptop,"₹69,351",3.8,4 Ratings , 1 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"Acer Care Center, Acer Quick Access, Acer Configuration Manager"
418,Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN228P Thin and Light Laptop,"₹73,063",3.6,5 Ratings , 2 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
419,ASUS VivoBook S14 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) M433IA-EB794TS Thin and ...,"₹67,290",3.9,7 Ratings , 0 Reviews,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"My Asus, Splendid"
420,APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV9A2HN/A,"₹1,13,990",4.3,90 Ratings , 12 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,"Built-in Apps: Keynote, Siri, Safari, FaceTime, App Store, iTunes, Time Machine, iMovie, GarageBand, Pages, Notes"
421,HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR2016TU Thin and Light Laptop,"₹58,990",3,3 Ratings , 0 Reviews,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inches) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP Smart"
422,ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4117T Thin and Light Lapt...,"₹59,990",4.4,22 Ratings , 2 Reviews,Intel Core i5 Processor (8th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,Asus Splendid
423,Smartron t.book flex Core i5 7th Gen - (4 GB/128 GB SSD/Windows 10 Home) T1224 2 in 1 Laptop,"₹52,990",4,27 Ratings , 4 Reviews,Intel Core i5 Processor (7th Gen),4 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,30.99 cm (12.2 inch) Touchscreen Display,1 Year Onsite Warranty
424,Smartron t.book flex Core i5 7th Gen - (4 GB/128 GB SSD/Windows 10 Home) T1224 2 in 1 Laptop,"₹52,990",3.5,30 Ratings , 9 Reviews,Intel Core i5 Processor (7th Gen),4 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,30.99 cm (12.2 inch) Touchscreen Display,1 Year Onsite Warranty
425,Smartron t.book flex Core m3 7th Gen - (4 GB/128 GB SSD/Windows 10 Home) T1223 2 in 1 Laptop,"₹42,990",3.7,23 Ratings , 6 Reviews,Intel Core m3 Processor (7th Gen),4 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,30.99 cm (12.2 inch) Touchscreen Display,1 Year Onsite Warranty
426,DELL Inspiron 5000 Core i5 10th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/2 GB Graphics) 5593 La...,"₹65,990",3.6,12 Ratings , 6 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019
427,acer Aspire 5 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-51G-5206 Laptop,"₹50,027",3.4,90 Ratings , 22 Reviews,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Configuration Manager, Acer Quick Access, Microsoft Office Home and Student 2016"
428,DELL Inspiron Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 5593 Laptop,"₹72,990",3.3,4 Ratings , 1 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019
429,Lenovo Ideapad S540 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S540-13IML Thin...,"₹85,999",4.3,4 Ratings , 0 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,Microsoft Office Home and Student 2019
430,acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,"₹81,998",4,14 Ratings , 3 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,"Acer Care Center, Acer Configuration Manager, Acer Portal, Acer Quick Access, Microsoft Office Home and Student 2016"
431,HP Pavilion Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-AU624TX Laptop,"₹63,500",4,205 Ratings , 73 Reviews,Full HD LED Backlit IPS UWVA Display,Preloaded Microsoft Office Home and Student 2016,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",NVIDIA GeForce 940MX Graphics,Bang & Olufsen Play and HP Audio Boost for Rich Authentic Audio,Intel Core i5 Processor (7th Gen)
432,Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,"₹1,19,990",2.5,2 Ratings , 1 Reviews,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
433,acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,"₹81,998",4,14 Ratings , 3 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,"Acer Care Center, Acer Configuration Manager, Acer Portal, Acer Quick Access, Microsoft Office Home and Student 2016"
434,Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,"₹1,19,990",2.5,2 Ratings , 1 Reviews,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
435,Lenovo Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) L340-15IWL Laptop,"₹85,600",4,134 Ratings , 16 Reviews,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"Lenovo PC Manager, Lenovo Vantage"
436,HP ProBook Core i3 7th Gen - (4 GB/500 GB HDD/Windows 10 Pro) 440 Business Laptop,"₹61,715",2.8,4 Ratings , 2 Reviews,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,500 GB HDD,35.56 cm (14 inch) Display
437,Lenovo Ideapad S340 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S340 Thin and Li...,"₹77,000",4.4,37 Ratings , 8 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Lenovo App Explorer, Lenovo PC Manager, Microsoft Office Home and Student 2019"
438,LAVA Helium 12 Atom 7th Gen - (2 GB/32 GB HDD/32 GB EMMC Storage/Windows 10 Home) Helium 12 Laptop,"₹12,999",4.4,13 Ratings , 0 Reviews,Intel Atom Processor (7th Gen),2 GB DDR3 RAM,64 bit Windows 10 Operating System,32 GB HDD,31.75 cm (12.5 inch) Display,"1 Year Warranty on Laptop, 6 Months on Battery and Accessories"
439,Lenovo Ideapad 330 Ryzen 5 Quad Core 2500U - (8 GB/1 TB HDD/DOS) 330-15ARR U Laptop,"₹50,000",4.1,"4,163 Ratings ", 777 Reviews,AMD Radeon Vega 8 Graphics Card for Fluid Performance on Games,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display
440,Lenovo Legion Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹1,04,000",4.4,208 Ratings , 58 Reviews,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Full HD LED Backlit Anti-glare IPS Slim Display,128 GB SSD for Reduced Boot Up Time and in Game Loading,NVIDIA GeForce GTX 1050 for Desktop Level Performance,2 x Harman Speakers with Dolby Audio Premium for Best Audio Experience,Intel Core i7 Processor (7th Gen)
441,DELL G5 15 SE Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/AMD Radeon RX 5...,"₹79,990",3.7,70 Ratings , 20 Reviews,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
442,HP 14q Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 14q-cs0009TU Thin and Light Laptop,"₹31,808",4.1,"10,987 Ratings "," 1,301 Reviews",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
443,HP Pavilion 13 Core i5 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) 13-an0045tu Thin and Light Laptop,"₹76,012",4.3,130 Ratings , 16 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD,33.78 cm (13.3 inch) Display,"HP Audio Switch, HP Support Assistant"
444,HP 15 Core i5 8th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15-da0077tx Laptop,"₹55,729",4.3,233 Ratings , 29 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
445,Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/DOS) V14 Laptop,"₹37,682",2,5 Ratings , 0 Reviews,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,DOS Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
446,HP Pavilion Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) da0435tx Laptop,"₹50,922",4.2,37 Ratings , 2 Reviews,Intel Core i3 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty
447,HP APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/DOS) 245 G7 Laptop,"₹20,900",3.9,"1,164 Ratings ", 141 Reviews,AMD APU Dual Core A6 Processor,4 GB DDR4 RAM,DOS Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
448,HP 14q Core i3 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14q-cs0019TU Thin and Light Laptop,"₹37,990",4.2,30 Ratings , 7 Reviews,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,"HP Audio Switch, HP Support Assistant, Microsoft Office Home and Student 2019"
449,HP 14q Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14q-cs0014TU Laptop,"₹35,585",3.9,453 Ratings , 69 Reviews,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,"HP Audio Switch, HP JumpStart, HP Support Assistant, Microsoft Office Home and Student 2019"
450,HP 14q Core i3 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14q-cs0023TU Thin and Light Laptop,"₹35,811",4.3,"2,698 Ratings ", 356 Reviews,Intel Core i3 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,"HP JumpStart, HP Support Assistant, HP Connection Optimizer"
451,HP 15q Ryzen 3 Dual Core 2200U - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0004au Laptop,"₹32,917",4,352 Ratings , 58 Reviews,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP Support Assistant"
452,HP Pavilion x360 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14-dh0101TU 2 in 1 Laptop,"₹54,238",4.4,69 Ratings , 8 Reviews,Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,"HP Audio Switch, HP Support Assistant, Microsoft Office Home and Student 2019"
453,HP 15q APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0006AU Laptop,"₹28,250",4.1,"4,310 Ratings ", 567 Reviews,AMD APU Dual Core A6 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP Support Assistant"
