598vijaykumarm wrote a review Dec 2019,40,New Delhi - Mumbai,Domestic,Economy,Economy seating in the 2 class configuration is good.,"Good cabin service, quick check in with consideration for senior citizens.
Their on time record is also good"
Travelohollic wrote a review Dec 2019,50,Mumbai - Amritsar,Domestic,Business Class,Luxury in the Skies,"I would rate Vistara as a world class airline with absolute cleanliness in the cabins + the entire crew is so warm & welcoming. One feels so comfortable when greeted with a smile & served with a personal touch - amazing hospitality, indeed..!!"
Ali Asgar B wrote a review Dec 2019,50,Mumbai - New Delhi,Domestic,Economy,Mumbai to Delhi,Vistara has set new benchmark for quality service at best price in Indian aviation. the seats are very comfortable. crew is very good and on time service plus they serve very nice food on board and also have premium economy option in domestic as well
Bhagwan B wrote a review Dec 2019,40,Amritsar - New Delhi,Domestic,Economy,First Time on Vistara,"This was the first time on Vistara and I was impressed.

The ambiance of the cabin was superb, The Service and attitude was commendable."
Sachi M wrote a review Dec 2019,50,New Delhi - Kolkata,Domestic,Premium Economy,Superb experience.,"Flying like it was in thold times. When it was fun and enjoyable.
Something you can jolly well expect when two great join hands; the Tata’s and Singapore Airlines."
anoop_hazra wrote a review Dec 2019,40,Kolkata - Mumbai,Domestic,Economy,Comfortable Flight,"Flied for the first time on Vistara. The seats were very comfortable with leather upholstery.Crew members were polite and attentive. Food was OK, it could have been improved.Inflight magazine was excellent.The major problem was the delay, it left Kolkata airport after 30 minutes of scheduled departure and arrived at Mumbai one hour after schedule which was very irritating."
Kumar786 wrote a review Dec 2019,40,Bengaluru - New Delhi,Domestic,Economy,Bengaluru to Delhi and back,Check in was comfortable at Bengaluru. Flight was excellent. On board service was friendly. Food served was tasty. Landing at New Delhi was absolutely smooth. Collection of luggage at New Delhi was smooth.
Kuldip S wrote a review Dec 2019,50,New Delhi - Bagdogra,Domestic,Economy,A Great Experience,"Flew, for the first time, by Vistara.
The journey was from New Delhi to Bagdogra (04 Dec) and back (06 Dec 2019).
Great experience - clean aircraft; caring cabin crew; and good cuisine."
stiwari87 wrote a review Dec 2019,50,Bengaluru - New Delhi,Domestic,Premium Economy,Tatas at its Best,"This is a kind of service you expect when you fly on a TATA enterprise. Travelling in the airliner since its inception and never doubted the fact that this is a game changer.

Simply love the seats, more leg room in economy as compared to the flights of the same gener with other airliners."
VDhammi wrote a review Dec 2019,40,Mumbai - Chandigarh,Domestic,Economy,Vistara Experience,The USP of Vistara is their excellent staff. It was a pleasure to see that the seats had Tab/mobile holders for ease of viewing and USB charging ports. Thats a welcome add on.
selvakumar2015 wrote a review Dec 2019,30,Jodhpur - New Delhi,Domestic,Economy,Haphazard Check-in Process at Jodhpur Air Force Station,"Total chaos at Jodhpur Air Force Station for the Jodhpur to Delhi Leg of the flight.
No sign boards on Check-in Baggage skanning which was shared with Indigo Airlines.
The flight booking counter also opened quite late after the Air India Flight counter got cleared.
The boarding gate sign board monitor was also not functional.
The snacks given on the flight was also stone cold and poor quality and quantity.
The flight fare @10K was also way above the normal.
Vistara needs to get its act together at its Rajasthan Operations to retain the premium service image.
SUB-STANDARD."
Biswanath D wrote a review Dec 2019,50,Kolkata - New Delhi,Domestic,Premium Economy,good service,Best service domestic circuits. comparable with any international airlines. The inflight hospitality is unmatched. maintain perfect time schedule.
Mitesh wrote a review Dec 2019,50,Mumbai - Bengaluru,Domestic,Economy,Ease of travel and excellent staff,Had an excellent experience with Vistara.. Had a early morning flight from the international airport T2 and I had reached early to avoid inconvenience but to my surprise I was quickly guided by the Vistara guys and had the best check in process in a minute's time...the on-board experience was great with no regrets to travel with them..
Sampath1501 wrote a review Dec 2019,40,Bengaluru - New Delhi,Domestic,Premium Economy,Feel at home,Heading home to Delhi after a long day and after a gap of 12 days. Good to be home sweet home for the week-end and the week ahead!
Jayen V wrote a review Dec 2019,50,Mumbai - Hyderabad,Domestic,Economy,More than Excellent!!,We travelled as a family in Vistara flight UK-873 and had a great experience from Check-in to boarding and later exit. The staff is very good and caring and interacted wonderfully with kids. Loved it and would definitely book again!!
Bishnu M wrote a review Dec 2019,50,Bhubaneswar - New Delhi,Domestic,Economy,joy,It was a good flight. Good staff. Good food. Arrival at T3 DEL was a bonus. Could shop a little too.
Amarjit chopra wrote a review Dec 2019,40,New Delhi - Chennai,Domestic,Business Class,Chennai Trip,"It was indeed a nice experience to fly with Vistara today.Right from Check in,boarding and Cabin service it was indeed a feeling of being taken care of.Dinner served was not only hot but extremely delicious as well.Hope they keep up this service level"
Amrit Anand wrote a review Dec 2019,50,New Delhi - Udaipur,Domestic,Economy,Finally an airlines that cares for passengers,"We were travelling with our 2 year old twins, and were late. However, the ground crew helped us in possible ways - right from priority check in when they saw young kids with us (even though we were traveling economy) to making sure we board the flight (even though we were last to reach the boarding gate). I still can't forget the smiling face of ground crew member - he saw me running towards boarding gate holding my son in my arms, he came forward and said "" Sir, you don't need to run, we will ensure you don't miss the flight "". Now onwards, I will always travel Vistara."
cpuran wrote a review Dec 2019,50,New Delhi - Bagdogra,Domestic,Business Class,Excellent ON time flight,"Excellent ON time flight. The flight is clean with good leg room. The service, cabin crew and the ground staff are exceptionally helpful."
david m wrote a review Dec 2019,50,Kochi (Cochin) - New Delhi,Domestic,Economy,Very good airline,"On a recent trip to India I had booked 3 flights with vistara , had not heard of them before so was quite wary but they had the flight times that suited me , I was very pleased with the service on the 3 flights, I had flown with indigo ,spice jet and Indian airlines before but would put vistara ahead of them and would definitely travel with them again"
Stillwaters wrote a review Dec 2019,30,New Delhi - Kochi (Cochin),Domestic,Economy,Uncomfortable. Retrojet wasnt nice.,"We were put on a retrojet aircraft that had uncomfortable seats. Their was little room for any adjustment of position and for the first time, I had a headache caused by a stiff neck and back. Would like the airline to use this aircraft for shorter distances."
Deep J wrote a review Dec 2019,50,Dubai - Mumbai,International,Economy,Economy at its best,"Good timings on both ways Dubai-Mumbai-Dubai . On time always and excellent service right from online checkin , seat selection to checkin at airport and inflight service with freshness and warmth by staff is commendable and inspiring . Truly best in class service by India’s Airline at very reasonable rates. Highly recommended ⭐️⭐️⭐️⭐️⭐️"
SouMen007 wrote a review Dec 2019,50,New Delhi - Patna,Domestic,Economy,Happy feeling,"An excellent on-time performance. Very courteous staff, and always willing to help. A short but enjoyable flight."
Sarker wrote a review Dec 2019,40,New Delhi - Kolkata,Domestic,Economy,good for foody Bengali,"very clean, good nonvegetarian and vegetarian food..crew members are nice but little inexperienced to handle big flights with full occupants."
Rajarshi D wrote a review Dec 2019,40,Kolkata - New Delhi,Domestic,Economy,Review of Air Vistara Kolkata to Delhi flight,"The flight experience was overall good..
only 2 things might have been better for us :

1. We were ushered into the flight by a battery of boarding announcements, even though the boarding time (according to boarding pass) was yet to start, so we could not have our snax (which we bought at the departure lounge) comfortably
2. Being in the 29th row, we could not store some of our luggage in overhead bins, as some of the storage for passengers luggage was occupied by luggage of the flight attendants"
