SJJ wrote a review May 2019,50,Mumbai - Bengaluru,Domestic,Business Class,Excellent!,"The flight and services were very good. The cabin crew was excellent .. very professional, pleasant and helpful (especially Thamanna) Food and service was excellent. It made me think that the excellent service culture of Singapore Airlines has rubbed off on Vistara too. I hope they keep it us as they expand and grow. Looking forward to them becoming international! definitely will use them whenever i get a chance."
NVPARIKH wrote a review May 2019,50,New Delhi - Ahmedabad,Domestic,Economy,The best in Indian Skies.....!,"The best airine so far that I have flown in India till date. Teh staff was extremely well mannered and courteus. The comfort was much better. The food served was decent, good in portion but still some room for improvemnt on the taste. The flight was very smooth and even though we hit a bit of turbulance mid air, but overall the pilots made it very smmoth. It is good to see once again the name Tata and Singapore together on an airline, makes you confident, comfortable auusured even before you board, would love to fly everytime. Thank you very much."
saurabh_dhingra10 wrote a review May 2019,40,New Delhi - Bengaluru,Domestic,Economy,Hospitality is wonderful,"I would highly recommend vistara to everyone. Hospitality on flight is wonderful. Food served is of apt quantity and also taste well. My return flight was a little choppy though, ideally nothing to do with flight but I guess it definitely impacts your experience. Overall everything fine about the flight."
Ajay C wrote a review May 2019,50,Mumbai - New Delhi,Domestic,Premium Economy,Service Par Excellence,"I was given an upgrade of one class being my birthday month. Fortunately I was able to avail the upgrade. Fortunately, because just one person took the interest to make it happen. The others starting from the checkin counter to the counter at the gate didn't really care. The only person who ensured the upgrade was Tauseef (I hope I have the right name and spelling).
The service by the Flight Attendant in the Premium Economy, Sagar, was outstanding. He was humble, polite, attentive and discreet. The few minutes of interaction with Sagar made the flight truly worthwhile.
The passenger in the row on the other side of the aisle required assistance. Sagar was there for him too.
The snacks served had a appetising aroma and were delicious. I feel the portion size could be increased by at least another 15 to 20 percent."
Abhyudaya wrote a review May 2019,40,Mumbai - Kolkata,Domestic,Premium Economy,Inaugural travel,"Comfortable seating, good food and great service. The staff was courteous and food was plenty. Had a pleasant inaugural flight on Vistara. The airport experience was pleasant. Not sure why I was asked to tag my hand luggage, when certain airports have been exempted."
Jayaraj K wrote a review May 2019,50,New Delhi - Kochi (Cochin),Domestic,Economy,Good experience & wonderful service,it was our first flying experience with Vistara and we are really happy with the quality of service and the very kind and helpful staff. we would rate Vistara above all the other economy carriers which we had travelled over the last few years. right from check-in to the destination everything was smooth. the inflight catering is also well managed and served good food. We are proud of TATA and glad that they keep the customer service levels very high. Keep up the good spirits!!
vivin wrote a review May 2019,10,Bengaluru - Mumbai,Domestic,Economy,Worst Customer service ever by an airline,"I had escalated an issue 4 days back on 17th May 2019 and they have still not responded I had to call them again and again but no solution provided they keep on saying 24hrs every time I speak to their customer care .

I have escalated a similar issue with indigo for my return ticket and they have now closed the issue with the refund altogether"
weyeskay w wrote a review May 2019,30,Bengaluru - New Delhi,Domestic,Economy,Long way to go,"Food is average in economy
Service is very slow
Knowledge about security is low
The only option for passengers after Jet airways went down"
SiddharthDhamija wrote a review May 2019,40,New Delhi - Bengaluru,Domestic,Premium Economy,Airlines started off very well but it seems that that they are not able to cope with the new load factor,"Till few weeks back, flying on Vistara was like a breeze of fresh air. However, it seems that with Jet Airways closing down, business travelers are all moving to Vistara and this is something which they are not able to cope up with on a daily basis. Quality of food is going down by the day; Airline staff is definitely not able to manage a sudden rush of people boarding the flight; crew on board looks stressed and over worked. My other issue with Vistara is that they don’t allow checking on to emergency row seat when one does a web check-in. Unlike all other airlines in the world who issue emergency row seats(and checking the physical state of passenger while boarding the flight) during web check-in, Vistara for some strange reasons does not allow this. What this means is that every time that I have to fly on Vistara, I need to be present 3 hours before my flight at the airport so that I can be lucky enough to get an emergency row seat in economy class."
Mudhit G wrote a review May 2019,50,New Delhi - Mumbai,Domestic,Business Class,Best domestic business class,The best domestic business class in India for sure. Extremely comfortable seats. The food was excellent and the service was 10 on 10
harsh j wrote a review May 2019,40,Mumbai - Kolkata,Domestic,Premium Economy,i was upgraded to premium economy and it was a very pleasant experience,"their service is excellent and the staff is helpful whether you are in economy or premium
food is amazing checkin could be improved though"
Ajay C wrote a review May 2019,40,New Delhi - Mumbai,Domestic,Economy,Comfortable and Pleasant,"The overall experience at the end was that it was a comfortable flight. The boarding process itself was non eventful. Fortunately the middle seat was vacant, so there was no clash of elbows. The cabin crew was courteous, yet somehow I felt that warmth I've seen on other Vistara flights, was missing. The aroma was the snack served helped whip up an appetite. Alas! It was a snack and not a meal, yet one which was relished."
The Oberoi wrote a review May 2019,50,New Delhi - Chennai,Domestic,Premium Economy,Feedback of VISTARA AIRLINE for Delhi to Chennai flight,"Excellent experience with Vistara Airline From New Delhi to Chennai . First of all your Pilots and Air-Hostess are very well Educated people . Deeply take care about very little things in flight. Your planes are very nice and beautiful from inside. Good gentry is present in the plane. Food is not of our choice, but having good quality. It appears that Chennai is not far away. We will come again in your flight. Your staff at counters at airport is very nice . Your Airline suits us . We are very comfortable with your Airline."
Mukul Mehta wrote a review May 2019,50,Jammu City - New Delhi,Domestic,Economy,Couldn’t fault this airliner. True professional for the first flight .,"This one is here to stay. Great ground handling and information communication. Spot on counter staff and above all an ex excellent inflight experience during this short flight.
The only awkward experience that I wanted to buy some food and all the three credit cards did not go through. There seems to be something wrong with the machine as it couldn’t be coincidental they Amex, master and visa couldn’t work at the same time. The crew was professional and apologetic."
Radhika Agarwal wrote a review May 2019,40,Mumbai - Amritsar,Domestic,Economy,1st Vistara Flight,"It was my 1st Vistara flight experience. I am really appreciative of their quality of food & service level. patience level of air hostesses was outstanding as my 2 kids of 8 & 5 years were truly demanding to them as well..

Another example of Tata group hospitality. I am huge fan of Taj group & noe Vistara as well"
aritradatta538 wrote a review May 2019,20,Chennai - Kolkata,Domestic,Premium Economy,Limited amount of leg room,The flight has a limited amount of leg room . Overall it was good the food is good but they provide us with only some Indian meal. Flight attendant were good and polite. Overall it was a good experience.
zen tome wrote a review May 2019,50,Kochi (Cochin) - New Delhi,Domestic,Premium Economy,My first choice for travel in India now.,"Premium economy is worth every rupee. Priority check in, Priority boarding. Really nice to board quickly without the crowd and lines. I think seats had more leg room. Service was very good. On a 3 hr flight it was nice to get lunch. Biggest thing for me was getting to luggage belt on arrival and seeing my bag come out one of the first. It had a big sticker - ""Priority Luggage"". Indigo used to be very good at getting luggage out quickly but no more. I hope Vistara keeps up the level of service. All the little details make the trip so much more pleasant."
Sunil wrote a review May 2019,40,Bengaluru - New Delhi,Domestic,Premium Economy,Best in service,There was a time some airlines company started beating customer but this vistara airlines proved there customer satisfaction is the first priority. It was good build quality of aircraft with good interior and well cushioned seats and smile crew
JPStarr wrote a review May 2019,50,Bagdogra - New Delhi,Domestic,Business Class,Clean and Efficient,"We flew round trip from Delhi to Bagdogra on Vistara and enjoyed both legs. We flew in economy on the outbound leg and purchased a gate upgrade to Business Class on the return leg. The plane was exceptionally clean, the staff impeccably dressed and both check-in and flight experience were excellent. I would rate their overall service very highly."
kartikey s wrote a review May 2019,50,Mumbai - New Delhi,Domestic,Economy,Tata lives up to its name,An excellent experience. The airlines seats were nice and had a good leg room. The refreshments offered onboard were fresh and delicious. The airline staff was helpful and friendly. Genuinely the airlines lives up to the name of the Tata franchise.
"Lech B.Kowalski, LLM wrote a review May 2019",50,Varanasi - New Delhi,Domestic,Economy,My favorite airline in India,"Service of this airline is excellent in every respect. The crew is friendly towards
passengers and the meals served during the flights delicious. Moreover, I was
privileged with priority boarding at no extra charge."
Aditya M wrote a review May 2019,50,Ahmedabad - New Delhi,Domestic,Economy,Best airline,"Very polite and helpfull staff , offered assistance at every level. In class of service will definitely rate vistara on top of all airlines of india. Although the fares are comparablly little higher than other airlines."
