smm2020 wrote a review Feb 2016,30,"Kochi (Cochin) - New Delhi
Domestic
Economy","Kochi (Cochin) - New Delhi
Domestic
Economy","Kochi (Cochin) - New Delhi
Domestic
Economy",Flying Back In time,The plane was very old and the decor was old. The in-flight entertainment is non-existence. However the crew were very helpful and at least were on hand to offer help.
Meenakshi G wrote a review Feb 2016,50,"Pune - New Delhi
Domestic
Economy","Pune - New Delhi
Domestic
Economy","Pune - New Delhi
Domestic
Economy",Comfortable and Luggage limit is great,"First of all only flight that allows 25 kg of baggage without extra charge plus you can carry your handbag / laptop and purse with you as cabin luggage. Best check in system and quite efficient in relation to luggage check out.

Food is part of the ticket so one saves money in this regard else other airline charge you even for a bottle of water!

Staff is helpful and Airline is good. Except for their change in the tags i did not face any issue. The previous tags were much better the new ones which are like stickers suck as they keep on going out so the solution provided by police staff was another company tag.

Air India, I miss those tag which had a band and could be tied they were really awesome...hope you have got those back!"
jigar b wrote a review Feb 2016,40,"Mumbai - Singapore
Southeast Asia
Economy","Mumbai - Singapore
Southeast Asia
Economy","Mumbai - Singapore
Southeast Asia
Economy",“Improved service but marred by delay”,"We flew this journey last may. This was the third flight we had made with Air India, the first two were because they cancelled a direct flight from Varanasi to Karhmandu. The airline did not inform us of the cancellation and it was by accident we discovered it. Air India caused us to have yo pay for an extra night..."
Sreekumar N wrote a review Feb 2016,30,"Ahmedabad - Singapore
Southeast Asia
Economy","Ahmedabad - Singapore
Southeast Asia
Economy","Ahmedabad - Singapore
Southeast Asia
Economy",Awesome experience on board,"Air India is truly a nice airline in terms of on-board experience..Other than that the experience is horrible..
Air India, nowadays uses the dreamliner which is an amazing flight in terms of all the on-board amenties and services. In this section i would rate it even higher than Singapore Airlines ...
Air India is miserable and worst when it comes to punctuality and ground/counter interfaces.
Travelling with Air India always comes with a risk of flight delays and/or cancellations..So be prepared...
Regarding the cost of tickets, thats not a catch anymore because the price of tickets with Air India have gone considerably up after Air India joined the Star Alliance club and the introduction of Dreamliner."
raks125 wrote a review Feb 2016,20,"Mumbai - Bengaluru
Domestic
Economy","Mumbai - Bengaluru
Domestic
Economy","Mumbai - Bengaluru
Domestic
Economy",poor service,only good thing is with air india is that they provide good snacks.their support is pathetic online as well as offline. they do not respond for mails. their counter always has a big queue despite having many counters.
Srikrishna Boyapati wrote a review Feb 2016,40,"Vijayawada - New Delhi
Domestic
Economy","Vijayawada - New Delhi
Domestic
Economy","Vijayawada - New Delhi
Domestic
Economy",Good,The lunch served inflight was good. The flight started late but the good thing was we were informed before leaving the house.
Dheeraj2308 wrote a review Feb 2016,50,"Mumbai - Bengaluru
Domestic
Economy","Mumbai - Bengaluru
Domestic
Economy","Mumbai - Bengaluru
Domestic
Economy",National Caring Airline!,"it is also called the maharaja airline because of its servings, in flight menu & delicacies. You will get stuffed meals feeling like you are at home, but they have some of the oldest aircrafts in the fleet. Beware!"
Prashasti729 wrote a review Feb 2016,30,"Raipur - Jaipur
Domestic
Economy","Raipur - Jaipur
Domestic
Economy","Raipur - Jaipur
Domestic
Economy",Terrible flights,Air India has one of the worst customer services. The flight from raipur to delhi was delayed and the flight from delhi to jaipur left early. I asked for another ticket on another flight and they lied and said no tickets were available when there were. I don't travel by air india unless i don't have second options.
avinashyewale wrote a review Feb 2016,50,"Mumbai - Madurai
Domestic
Economy","Mumbai - Madurai
Domestic
Economy","Mumbai - Madurai
Domestic
Economy",Reliable Airline,"Reliable Airline............ I had to travel to Madurai in the month of December 2015. My flight was booked through a Travel Agent, Unfortunately due to heavy rain at Chennai my BOMBAY CHENNAI Flight was Cancelled. As a Airline AIR INDIA took the the responsibility of my travel and AIR INDIA flew the craft BOMBAY to MADURAI. Though it was last minute cancellation they have given me other destionation option also. Which other Big Airlines(?) in India DOSN'T do...!!!!!!!!!!!

Thanks AIR INDIA.. Nations Carrier........"
Pratik57 wrote a review Feb 2016,40,"Mumbai - Indore
Domestic
Economy","Mumbai - Indore
Domestic
Economy","Mumbai - Indore
Domestic
Economy",Improved service but marred by delay,"The flight was delayed and rescheduled from 7.55am to 9.30am. However I received sms and call from the airline 15 hours in advance, hence I reached airport as per new time and did not have to be stranded. Except for the delay, the fight experience was good. Nothing more that you can expect from a 1 hour flying flight. I loved the breakfast served on the flight. It had Mendu Wada, Upma, cut fruits, croissants, butter & jam and tea / coffee. Wet tissue was refreshing. I did not have check in luggage so not sure if the luggage arrived on time."
